observation_id,species_name,common_name,date_observed,location,image_url,notes,observer
OBS0417,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-10,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Noticed in canopy while birdwatching.,Tariq
OBS0418,Psittacula krameri,Rose-ringed Parakeet,2025-05-14,"Trail 3, Margalla Hills",/images/rose-ringed_parakeet.jpg,Seen basking in sun near rocks.,Nadia
OBS0419,Canis aureus,Golden Jackal,2025-05-10,"Trail 1, Margalla Hills",/images/golden_jackal.jpg,Heard distinctive call before visual.,Zeeshan
OBS0420,Strix aluco,Tawny Owl,2025-05-08,Zoo vicinity,/images/tawny_owl.jpg,Seen basking in sun near rocks.,Rabia
OBS0421,Milvus migrans,Black Kite,2025-05-11,Zoo vicinity,/images/black_kite.jpg,Seen basking in sun near rocks.,Manahil
OBS0422,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-08,Faisal Mosque,/images/asian_palm_civet.jpg,Observed feeding near water source.,Shitba
OBS0423,Hystrix indica,Indian Crested Porcupine,2025-05-09,Shakarparian Hills,/images/indian_crested_porcupine.jpg,Spotted during early morning hike.,Ali
OBS0424,Columba livia,Rock Pigeon,2025-05-09,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed with juvenile(s) nearby.,Sara
OBS0425,Tragelaphus scriptus,Bushbuck,2025-05-13,Faisal Mosque,/images/bushbuck.jpg,Noticed in canopy while birdwatching.,Ahmed
OBS0426,Panthera pardus,Common Leopard,2025-05-10,Islamabad University Forest Area,/images/common_leopard.jpg,Rare sighting for this time of year.,Zainab
OBS0427,Hirundo rustica,Barn Swallow,2025-05-11,Saidpur Village,/images/barn_swallow.jpg,Observed feeding near water source.,Omar
OBS0428,Aquila rapax,Tawny Eagle,2025-05-09,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Noticed in canopy while birdwatching.,Fatima
OBS0429,Pavo cristatus,Indian Peafowl,2025-05-15,"Trail 4, Margalla Hills",/images/indian_peafowl.jpg,Frequent visitor to the area.,Farhan
OBS0430,Felis chaus,Jungle Cat,2025-05-02,"Trail 2, Margalla Hills",/images/jungle_cat.jpg,Observed feeding near water source.,Aisha
OBS0431,Francolinus pondicerianus,Grey Francolin,2025-05-05,"Trail 2, Margalla Hills",/images/grey_francolin.jpg,Observed feeding near water source.,Bilal
OBS0432,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-01,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Observed feeding near water source.,Hina
OBS0433,Hystrix indica,Indian Crested Porcupine,2025-05-02,Rawal Dam,/images/indian_crested_porcupine.jpg,Seen basking in sun near rocks.,Kashif
OBS0434,Dendrocygna javanica,Lesser Whistling Duck,2025-05-10,Shah Allah Ditta Caves,/images/lesser_whistling_duck.jpg,Unusual behavior noted—possibly nesting.,Nida
OBS0435,Naja naja,Indian Cobra,2025-05-06,"Trail 2, Margalla Hills",/images/indian_cobra.jpg,Heard distinctive call before visual.,Usman
OBS0436,Hystrix indica,Indian Crested Porcupine,2025-05-16,"Trail 4, Margalla Hills",/images/indian_crested_porcupine.jpg,Observed feeding near water source.,Sana
OBS0437,Strix aluco,Tawny Owl,2025-05-11,Shah Allah Ditta Caves,/images/tawny_owl.jpg,Frequent visitor to the area.,Tariq
OBS0438,Milvus migrans,Black Kite,2025-05-06,"Trail 1, Margalla Hills",/images/black_kite.jpg,Heard distinctive call before visual.,Nadia
OBS0439,Axis axis,Chital Deer,2025-05-12,Pir Sohawa,/images/chital_deer.jpg,Seen basking in sun near rocks.,Zeeshan
OBS0440,Ovis vignei,Urial,2025-05-04,Rawal Dam,/images/urial.jpg,Observed feeding near water source.,Rabia
OBS0441,Psittacula krameri,Rose-ringed Parakeet,2025-05-07,Rawal Dam,/images/rose-ringed_parakeet.jpg,Heard distinctive call before visual.,Manahil
OBS0442,Psittacula krameri,Rose-ringed Parakeet,2025-05-10,Rawal Lake,/images/rose-ringed_parakeet.jpg,Seen basking in sun near rocks.,Shitba
OBS0443,Herpestes edwardsii,Indian Grey Mongoose,2025-05-08,"Trail 3, Margalla Hills",/images/indian_grey_mongoose.jpg,Heard distinctive call before visual.,Ali
OBS0444,Ceryle rudis,Pied Kingfisher,2025-05-11,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Observed with juvenile(s) nearby.,Sara
OBS0445,Phoenicurus ochruros,Black Redstart,2025-05-15,Daman-e-Koh,/images/black_redstart.jpg,Frequent visitor to the area.,Ahmed
OBS0446,Phoenicurus ochruros,Black Redstart,2025-05-06,Rawal Dam,/images/black_redstart.jpg,Frequent visitor to the area.,Zainab
OBS0447,Phoenicurus ochruros,Black Redstart,2025-05-14,"Trail 3, Margalla Hills",/images/black_redstart.jpg,Unusual behavior noted—possibly nesting.,Omar
OBS0448,Strix aluco,Tawny Owl,2025-05-11,"Trail 4, Margalla Hills",/images/tawny_owl.jpg,Frequent visitor to the area.,Fatima
OBS0449,Dendrocygna javanica,Lesser Whistling Duck,2025-05-05,Rawal Dam,/images/lesser_whistling_duck.jpg,Heard distinctive call before visual.,Farhan
OBS0450,Phoenicurus ochruros,Black Redstart,2025-05-14,Faisal Mosque,/images/black_redstart.jpg,Flock moving in coordinated pattern.,Aisha
OBS0451,Psittacula krameri,Rose-ringed Parakeet,2025-05-10,"Trail 2, Margalla Hills",/images/rose-ringed_parakeet.jpg,Seen basking in sun near rocks.,Bilal
OBS0452,Buceros bicornis,Great Hornbill,2025-05-04,Rawal Lake,/images/great_hornbill.jpg,Unusual behavior noted—possibly nesting.,Hina
OBS0453,Felis chaus,Jungle Cat,2025-05-11,Islamabad University Forest Area,/images/jungle_cat.jpg,Observed with juvenile(s) nearby.,Kashif
OBS0454,Strix aluco,Tawny Owl,2025-05-04,Daman-e-Koh,/images/tawny_owl.jpg,Observed feeding near water source.,Nida
OBS0455,Milvus migrans,Black Kite,2025-05-03,"Trail 3, Margalla Hills",/images/black_kite.jpg,Noticed in canopy while birdwatching.,Usman
OBS0456,Aythya fuligula,Tufted Duck,2025-05-13,Rawal Lake,/images/tufted_duck.jpg,Spotted during early morning hike.,Sana
OBS0457,Axis axis,Chital Deer,2025-05-09,Faisal Mosque,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.,Tariq
OBS0458,Axis axis,Chital Deer,2025-05-04,"Trail 3, Margalla Hills",/images/chital_deer.jpg,Seen basking in sun near rocks.,Nadia
OBS0459,Aythya fuligula,Tufted Duck,2025-05-14,Islamabad University Forest Area,/images/tufted_duck.jpg,Seen basking in sun near rocks.,Zeeshan
OBS0460,Hystrix indica,Indian Crested Porcupine,2025-05-06,Saidpur Village,/images/indian_crested_porcupine.jpg,Noticed in canopy while birdwatching.,Rabia
OBS0461,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-06,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Seen basking in sun near rocks.,Manahil
OBS0462,Felis chaus,Jungle Cat,2025-05-01,Shakarparian Hills,/images/jungle_cat.jpg,Noticed in canopy while birdwatching.,Shitba
OBS0463,Hystrix indica,Indian Crested Porcupine,2025-05-15,Saidpur Village,/images/indian_crested_porcupine.jpg,Heard distinctive call before visual.,Ali
OBS0464,Ovis vignei,Urial,2025-05-13,Saidpur Village,/images/urial.jpg,Unusual behavior noted—possibly nesting.,Sara
OBS0465,Gyps bengalensis,White-rumped Vulture,2025-05-09,Islamabad University Forest Area,/images/white-rumped_vulture.jpg,Noticed in canopy while birdwatching.,Ahmed
OBS0466,Naja naja,Indian Cobra,2025-05-09,Pir Sohawa,/images/indian_cobra.jpg,Seen basking in sun near rocks.,Zainab
OBS0467,Panthera pardus,Common Leopard,2025-05-12,Zoo vicinity,/images/common_leopard.jpg,Frequent visitor to the area.,Omar
OBS0468,Manis crassicaudata,Indian Pangolin,2025-05-07,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Spotted during early morning hike.,Fatima
OBS0469,Pavo cristatus,Indian Peafowl,2025-05-04,Faisal Mosque,/images/indian_peafowl.jpg,Spotted during early morning hike.,Farhan
OBS0470,Aythya fuligula,Tufted Duck,2025-05-05,Pir Sohawa,/images/tufted_duck.jpg,Noticed in canopy while birdwatching.,Aisha
OBS0471,Canis aureus,Golden Jackal,2025-05-08,"Trail 3, Margalla Hills",/images/golden_jackal.jpg,Heard distinctive call before visual.,Bilal
OBS0472,Ovis vignei,Urial,2025-05-03,"Trail 3, Margalla Hills",/images/urial.jpg,Heard distinctive call before visual.,Hina
OBS0473,Dendrocygna javanica,Lesser Whistling Duck,2025-05-05,"Trail 4, Margalla Hills",/images/lesser_whistling_duck.jpg,Seen basking in sun near rocks.,Kashif
OBS0474,Felis chaus,Jungle Cat,2025-05-12,Rawal Lake,/images/jungle_cat.jpg,Spotted during early morning hike.,Nida
OBS0475,Francolinus pondicerianus,Grey Francolin,2025-05-11,"Trail 1, Margalla Hills",/images/grey_francolin.jpg,Seen basking in sun near rocks.,Usman
OBS0476,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-05,"Trail 3, Margalla Hills",/images/asian_palm_civet.jpg,Observed feeding near water source.,Sana
OBS0477,Columba livia,Rock Pigeon,2025-05-06,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Noticed in canopy while birdwatching.,Tariq
OBS0478,Aquila rapax,Tawny Eagle,2025-05-08,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed feeding near water source.,Nadia
OBS0479,Ceryle rudis,Pied Kingfisher,2025-05-15,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Flock moving in coordinated pattern.,Zeeshan
OBS0480,Aquila rapax,Tawny Eagle,2025-05-08,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Rare sighting for this time of year.,Rabia
OBS0481,Dendrocygna javanica,Lesser Whistling Duck,2025-05-12,Shah Allah Ditta Caves,/images/lesser_whistling_duck.jpg,Observed with juvenile(s) nearby.,Manahil
OBS0482,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-03,"Trail 1, Margalla Hills",/images/asian_palm_civet.jpg,Observed with juvenile(s) nearby.,Shitba
OBS0483,Lutra lutra,Eurasian Otter,2025-05-10,Shakarparian Hills,/images/eurasian_otter.jpg,Seen basking in sun near rocks.,Ali
OBS0484,Hystrix indica,Indian Crested Porcupine,2025-05-13,Pir Sohawa,/images/indian_crested_porcupine.jpg,Observed feeding near water source.,Sara
OBS0485,Manis crassicaudata,Indian Pangolin,2025-05-09,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Observed with juvenile(s) nearby.,Ahmed
OBS0486,Axis axis,Chital Deer,2025-05-04,"Trail 2, Margalla Hills",/images/chital_deer.jpg,Observed feeding near water source.,Zainab
OBS0487,Hystrix indica,Indian Crested Porcupine,2025-05-13,Rawal Dam,/images/indian_crested_porcupine.jpg,Unusual behavior noted—possibly nesting.,Omar
OBS0488,Dendrocygna javanica,Lesser Whistling Duck,2025-05-02,Rawal Lake,/images/lesser_whistling_duck.jpg,Spotted during early morning hike.,Fatima
OBS0489,Pavo cristatus,Indian Peafowl,2025-05-08,Faisal Mosque,/images/indian_peafowl.jpg,Seen basking in sun near rocks.,Farhan
OBS0490,Buceros bicornis,Great Hornbill,2025-05-16,Faisal Mosque,/images/great_hornbill.jpg,Rare sighting for this time of year.,Aisha
OBS0491,Buceros bicornis,Great Hornbill,2025-05-11,Shah Allah Ditta Caves,/images/great_hornbill.jpg,Seen basking in sun near rocks.,Bilal
OBS0492,Strix aluco,Tawny Owl,2025-05-10,"Trail 2, Margalla Hills",/images/tawny_owl.jpg,Flock moving in coordinated pattern.,Hina
OBS0493,Axis axis,Chital Deer,2025-05-09,Shah Allah Ditta Caves,/images/chital_deer.jpg,Rare sighting for this time of year.,Kashif
OBS0494,Buceros bicornis,Great Hornbill,2025-05-15,Shah Allah Ditta Caves,/images/great_hornbill.jpg,Spotted during early morning hike.,Nida
OBS0495,Varanus bengalensis,Bengal Monitor,2025-05-09,Zoo vicinity,/images/bengal_monitor.jpg,Frequent visitor to the area.,Usman
OBS0496,Herpestes edwardsii,Indian Grey Mongoose,2025-05-07,Faisal Mosque,/images/indian_grey_mongoose.jpg,Observed with juvenile(s) nearby.,Sana
OBS0497,Tragelaphus scriptus,Bushbuck,2025-05-09,Zoo vicinity,/images/bushbuck.jpg,Seen basking in sun near rocks.,Tariq
OBS0498,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-06,Rawal Dam,/images/asian_palm_civet.jpg,Seen basking in sun near rocks.,Nadia
OBS0499,Hystrix indica,Indian Crested Porcupine,2025-05-13,"Trail 2, Margalla Hills",/images/indian_crested_porcupine.jpg,Observed feeding near water source.,Zeeshan
OBS0500,Alcedo atthis,Common Kingfisher,2025-05-07,Daman-e-Koh,/images/common_kingfisher.jpg,Noticed in canopy while birdwatching.,Rabia
OBS0501,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-09,Pir Sohawa,/images/asian_palm_civet.jpg,Flock moving in coordinated pattern.,Manahil
OBS0502,Hirundo rustica,Barn Swallow,2025-05-14,Daman-e-Koh,/images/barn_swallow.jpg,Flock moving in coordinated pattern.,Shitba
OBS0503,Axis axis,Chital Deer,2025-05-09,"Trail 3, Margalla Hills",/images/chital_deer.jpg,Heard distinctive call before visual.,Ali
OBS0504,Macaca mulatta,Rhesus Macaque,2025-05-04,Saidpur Village,/images/rhesus_macaque.jpg,Seen basking in sun near rocks.,Sara
OBS0505,Psittacula krameri,Rose-ringed Parakeet,2025-05-12,"Trail 1, Margalla Hills",/images/rose-ringed_parakeet.jpg,Observed feeding near water source.,Ahmed
OBS0506,Lutra lutra,Eurasian Otter,2025-05-11,Rawal Lake,/images/eurasian_otter.jpg,Heard distinctive call before visual.,Zainab
OBS0507,Felis chaus,Jungle Cat,2025-05-07,Faisal Mosque,/images/jungle_cat.jpg,Heard distinctive call before visual.,Omar
OBS0508,Alcedo atthis,Common Kingfisher,2025-05-01,"Trail 4, Margalla Hills",/images/common_kingfisher.jpg,Spotted during early morning hike.,Fatima
OBS0509,Macaca mulatta,Rhesus Macaque,2025-05-15,Saidpur Village,/images/rhesus_macaque.jpg,Unusual behavior noted—possibly nesting.,Farhan
OBS0510,Columba livia,Rock Pigeon,2025-05-01,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Seen basking in sun near rocks.,Aisha
OBS0511,Herpestes edwardsii,Indian Grey Mongoose,2025-05-06,Faisal Mosque,/images/indian_grey_mongoose.jpg,Rare sighting for this time of year.,Bilal
OBS0512,Phoenicurus ochruros,Black Redstart,2025-05-06,"Trail 2, Margalla Hills",/images/black_redstart.jpg,Flock moving in coordinated pattern.,Hina
OBS0513,Strix aluco,Tawny Owl,2025-05-08,Saidpur Village,/images/tawny_owl.jpg,Flock moving in coordinated pattern.,Kashif
OBS0514,Hystrix indica,Indian Crested Porcupine,2025-05-02,"Trail 4, Margalla Hills",/images/indian_crested_porcupine.jpg,Unusual behavior noted—possibly nesting.,Nida
OBS0515,Milvus migrans,Black Kite,2025-05-04,"Trail 2, Margalla Hills",/images/black_kite.jpg,Rare sighting for this time of year.,Usman
OBS0516,Tragelaphus scriptus,Bushbuck,2025-05-03,Faisal Mosque,/images/bushbuck.jpg,Seen basking in sun near rocks.,Sana
OBS0517,Felis chaus,Jungle Cat,2025-05-06,"Trail 4, Margalla Hills",/images/jungle_cat.jpg,Observed with juvenile(s) nearby.,Tariq
OBS0518,Alcedo atthis,Common Kingfisher,2025-05-07,"Trail 2, Margalla Hills",/images/common_kingfisher.jpg,Seen basking in sun near rocks.,Nadia
OBS0519,Alcedo atthis,Common Kingfisher,2025-05-02,"Trail 2, Margalla Hills",/images/common_kingfisher.jpg,Rare sighting for this time of year.,Zeeshan
OBS0520,Manis crassicaudata,Indian Pangolin,2025-05-02,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Rare sighting for this time of year.,Rabia
OBS0521,Herpestes edwardsii,Indian Grey Mongoose,2025-05-15,"Trail 1, Margalla Hills",/images/indian_grey_mongoose.jpg,Seen basking in sun near rocks.,Manahil
OBS0522,Dendrocygna javanica,Lesser Whistling Duck,2025-05-09,Rawal Dam,/images/lesser_whistling_duck.jpg,Unusual behavior noted—possibly nesting.,Shitba
OBS0523,Panthera pardus,Common Leopard,2025-05-08,Faisal Mosque,/images/common_leopard.jpg,Frequent visitor to the area.,Ali
OBS0524,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-03,Faisal Mosque,/images/asian_palm_civet.jpg,Spotted during early morning hike.,Sara
OBS0525,Lutra lutra,Eurasian Otter,2025-05-04,"Trail 3, Margalla Hills",/images/eurasian_otter.jpg,Rare sighting for this time of year.,Ahmed
OBS0526,Buceros bicornis,Great Hornbill,2025-05-03,Islamabad University Forest Area,/images/great_hornbill.jpg,Flock moving in coordinated pattern.,Zainab
OBS0527,Columba livia,Rock Pigeon,2025-05-05,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Unusual behavior noted—possibly nesting.,Omar
OBS0528,Naja naja,Indian Cobra,2025-05-02,"Trail 1, Margalla Hills",/images/indian_cobra.jpg,Observed with juvenile(s) nearby.,Fatima
OBS0529,Buceros bicornis,Great Hornbill,2025-05-03,Rawal Dam,/images/great_hornbill.jpg,Seen basking in sun near rocks.,Farhan
OBS0530,Ovis vignei,Urial,2025-05-16,"Trail 1, Margalla Hills",/images/urial.jpg,Rare sighting for this time of year.,Aisha
OBS0531,Dendrocygna javanica,Lesser Whistling Duck,2025-05-16,Rawal Lake,/images/lesser_whistling_duck.jpg,Heard distinctive call before visual.,Bilal
OBS0532,Manis crassicaudata,Indian Pangolin,2025-05-08,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Noticed in canopy while birdwatching.,Hina
OBS0533,Macaca mulatta,Rhesus Macaque,2025-05-10,"Trail 1, Margalla Hills",/images/rhesus_macaque.jpg,Unusual behavior noted—possibly nesting.,Kashif
OBS0534,Columba livia,Rock Pigeon,2025-05-13,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Rare sighting for this time of year.,Nida
OBS0535,Buceros bicornis,Great Hornbill,2025-05-13,Zoo vicinity,/images/great_hornbill.jpg,Heard distinctive call before visual.,Usman
OBS0536,Aythya fuligula,Tufted Duck,2025-05-01,Islamabad University Forest Area,/images/tufted_duck.jpg,Seen basking in sun near rocks.,Sana
OBS0537,Tragelaphus scriptus,Bushbuck,2025-05-12,"Trail 2, Margalla Hills",/images/bushbuck.jpg,Frequent visitor to the area.,Tariq
OBS0538,Columba livia,Rock Pigeon,2025-05-09,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed feeding near water source.,Nadia
OBS0539,Lutra lutra,Eurasian Otter,2025-05-10,Pir Sohawa,/images/eurasian_otter.jpg,Observed with juvenile(s) nearby.,Zeeshan
OBS0540,Pavo cristatus,Indian Peafowl,2025-05-14,Shakarparian Hills,/images/indian_peafowl.jpg,Rare sighting for this time of year.,Rabia
OBS0541,Columba livia,Rock Pigeon,2025-05-13,"Trail 3, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Seen basking in sun near rocks.,Manahil
OBS0542,Ceryle rudis,Pied Kingfisher,2025-05-04,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Seen basking in sun near rocks.,Shitba
OBS0543,Alcedo atthis,Common Kingfisher,2025-05-16,"Trail 2, Margalla Hills",/images/common_kingfisher.jpg,Observed with juvenile(s) nearby.,Ali
OBS0544,Strix aluco,Tawny Owl,2025-05-02,"Trail 1, Margalla Hills",/images/tawny_owl.jpg,Flock moving in coordinated pattern.,Sara
OBS0545,Ovis vignei,Urial,2025-05-11,Faisal Mosque,/images/urial.jpg,Observed with juvenile(s) nearby.,Ahmed
OBS0546,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-13,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Observed feeding near water source.,Zainab
OBS0547,Herpestes edwardsii,Indian Grey Mongoose,2025-05-12,Faisal Mosque,/images/indian_grey_mongoose.jpg,Observed with juvenile(s) nearby.,Omar
OBS0548,Tragelaphus scriptus,Bushbuck,2025-05-06,Rawal Lake,/images/bushbuck.jpg,Noticed in canopy while birdwatching.,Fatima
OBS0549,Strix aluco,Tawny Owl,2025-05-07,Rawal Dam,/images/tawny_owl.jpg,Rare sighting for this time of year.,Farhan
OBS0550,Axis axis,Chital Deer,2025-05-08,Pir Sohawa,/images/chital_deer.jpg,Seen basking in sun near rocks.,Aisha
OBS0551,Aquila rapax,Tawny Eagle,2025-05-01,"Trail 1, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Spotted during early morning hike.,Bilal
OBS0552,Phoenicurus ochruros,Black Redstart,2025-05-02,Islamabad University Forest Area,/images/black_redstart.jpg,Observed with juvenile(s) nearby.,Hina
OBS0553,Macaca mulatta,Rhesus Macaque,2025-05-15,Faisal Mosque,/images/rhesus_macaque.jpg,Flock moving in coordinated pattern.,Kashif
OBS0554,Columba livia,Rock Pigeon,2025-05-07,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Flock moving in coordinated pattern.,Nida
OBS0555,Pavo cristatus,Indian Peafowl,2025-05-02,Islamabad University Forest Area,/images/indian_peafowl.jpg,Rare sighting for this time of year.,Usman
OBS0556,Buceros bicornis,Great Hornbill,2025-05-14,Islamabad University Forest Area,/images/great_hornbill.jpg,Unusual behavior noted—possibly nesting.,Sana
OBS0557,Panthera pardus,Common Leopard,2025-05-13,Islamabad University Forest Area,/images/common_leopard.jpg,Seen basking in sun near rocks.,Tariq
OBS0558,Macaca mulatta,Rhesus Macaque,2025-05-07,Daman-e-Koh,/images/rhesus_macaque.jpg,Rare sighting for this time of year.,Nadia
OBS0559,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-03,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Spotted during early morning hike.,Zeeshan
OBS0560,Ceryle rudis,Pied Kingfisher,2025-05-09,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Frequent visitor to the area.,Rabia
OBS0561,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-09,Rawal Lake,/images/asian_palm_civet.jpg,Observed feeding near water source.,Manahil
OBS0562,Columba livia,Rock Pigeon,2025-05-08,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Spotted during early morning hike.,Shitba
OBS0563,Buceros bicornis,Great Hornbill,2025-05-04,"Trail 4, Margalla Hills",/images/great_hornbill.jpg,Noticed in canopy while birdwatching.,Ali
OBS0564,Naja naja,Indian Cobra,2025-05-02,"Trail 1, Margalla Hills",/images/indian_cobra.jpg,Rare sighting for this time of year.,Sara
OBS0565,Macaca mulatta,Rhesus Macaque,2025-05-01,Faisal Mosque,/images/rhesus_macaque.jpg,Heard distinctive call before visual.,Ahmed
OBS0566,Pavo cristatus,Indian Peafowl,2025-05-10,Shakarparian Hills,/images/indian_peafowl.jpg,Observed feeding near water source.,Zainab
OBS0567,Milvus migrans,Black Kite,2025-05-06,Rawal Lake,/images/black_kite.jpg,Observed with juvenile(s) nearby.,Omar
OBS0568,Hirundo rustica,Barn Swallow,2025-05-13,Pir Sohawa,/images/barn_swallow.jpg,Seen basking in sun near rocks.,Fatima
OBS0569,Gyps bengalensis,White-rumped Vulture,2025-05-08,Saidpur Village,/images/white-rumped_vulture.jpg,Rare sighting for this time of year.,Farhan
OBS0570,Aythya fuligula,Tufted Duck,2025-05-15,"Trail 2, Margalla Hills",/images/tufted_duck.jpg,Noticed in canopy while birdwatching.,Aisha
OBS0571,Pavo cristatus,Indian Peafowl,2025-05-04,Rawal Dam,/images/indian_peafowl.jpg,Seen basking in sun near rocks.,Bilal
OBS0572,Hystrix indica,Indian Crested Porcupine,2025-05-06,Shah Allah Ditta Caves,/images/indian_crested_porcupine.jpg,Noticed in canopy while birdwatching.,Hina
OBS0573,Aquila rapax,Tawny Eagle,2025-05-13,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed with juvenile(s) nearby.,Kashif
OBS0574,Tragelaphus scriptus,Bushbuck,2025-05-16,Saidpur Village,/images/bushbuck.jpg,Spotted during early morning hike.,Nida
OBS0575,Macaca mulatta,Rhesus Macaque,2025-05-16,"Trail 4, Margalla Hills",/images/rhesus_macaque.jpg,Observed feeding near water source.,Usman
OBS0576,Tragelaphus scriptus,Bushbuck,2025-05-09,Islamabad University Forest Area,/images/bushbuck.jpg,Flock moving in coordinated pattern.,Sana
OBS0577,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-04,Islamabad University Forest Area,/images/asian_palm_civet.jpg,Flock moving in coordinated pattern.,Tariq
OBS0578,Milvus migrans,Black Kite,2025-05-04,"Trail 3, Margalla Hills",/images/black_kite.jpg,Spotted during early morning hike.,Nadia
OBS0579,Canis aureus,Golden Jackal,2025-05-04,Shah Allah Ditta Caves,/images/golden_jackal.jpg,Frequent visitor to the area.,Zeeshan
OBS0580,Manis crassicaudata,Indian Pangolin,2025-05-06,"Trail 4, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Noticed in canopy while birdwatching.,Rabia
OBS0581,Alcedo atthis,Common Kingfisher,2025-05-01,"Trail 4, Margalla Hills",/images/common_kingfisher.jpg,Frequent visitor to the area.,Manahil
OBS0582,Naja naja,Indian Cobra,2025-05-06,"Trail 1, Margalla Hills",/images/indian_cobra.jpg,Flock moving in coordinated pattern.,Shitba
OBS0583,Gyps bengalensis,White-rumped Vulture,2025-05-02,"Trail 4, Margalla Hills",/images/white-rumped_vulture.jpg,Seen basking in sun near rocks.,Ali
OBS0584,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-10,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Heard distinctive call before visual.,Sara
OBS0585,Psittacula krameri,Rose-ringed Parakeet,2025-05-07,Islamabad University Forest Area,/images/rose-ringed_parakeet.jpg,Spotted during early morning hike.,Ahmed
OBS0586,Ceryle rudis,Pied Kingfisher,2025-05-11,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Flock moving in coordinated pattern.,Zainab
