observation_id,species_name,common_name,date_observed,location,image_url,notes
OBS0298,Lutra lutra,Eurasian Otter,2025-05-12,Faisal Mosque,/images/eurasian_otter.jpg,Seen basking in sun near rocks.
OBS0299,Columba livia,Rock Pigeon,2025-05-02,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Spotted during early morning hike.
OBS0300,Panthera pardus,Common Leopard,2025-05-15,"Trail 1, Margalla Hills",/images/common_leopard.jpg,Observed feeding near water source.
OBS0301,Manis crassicaudata,Indian Pangolin,2025-05-14,Zoo vicinity,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Rare sighting for this time of year.
OBS0302,Canis aureus,Golden Jackal,2025-05-16,Islamabad University Forest Area,/images/golden_jackal.jpg,Noticed in canopy while birdwatching.
OBS0303,Macaca mulatta,Rhesus Macaque,2025-05-10,Saidpur Village,/images/rhesus_macaque.jpg,Observed with juvenile(s) nearby.
OBS0304,Strix aluco,Tawny Owl,2025-05-14,"Trail 1, Margalla Hills",/images/tawny_owl.jpg,Seen basking in sun near rocks.
OBS0305,Macaca mulatta,Rhesus Macaque,2025-05-06,Daman-e-Koh,/images/rhesus_macaque.jpg,Rare sighting for this time of year.
OBS0306,Francolinus pondicerianus,Grey Francolin,2025-05-04,Shah Allah Ditta Caves,/images/grey_francolin.jpg,Observed feeding near water source.
OBS0307,Phoenicurus ochruros,Black Redstart,2025-05-03,Pir Sohawa,/images/black_redstart.jpg,Spotted during early morning hike.
OBS0308,Ceryle rudis,Pied Kingfisher,2025-05-16,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Heard distinctive call before visual.
OBS0309,Psittacula krameri,Rose-ringed Parakeet,2025-05-06,Shah Allah Ditta Caves,/images/rose-ringed_parakeet.jpg,Spotted during early morning hike.
OBS0310,Phoenicurus ochruros,Black Redstart,2025-05-05,Rawal Dam,/images/black_redstart.jpg,Unusual behavior noted—possibly nesting.
OBS0311,Gyps bengalensis,White-rumped Vulture,2025-05-11,"Trail 3, Margalla Hills",/images/white-rumped_vulture.jpg,Unusual behavior noted—possibly nesting.
OBS0312,Hirundo rustica,Barn Swallow,2025-05-15,Shakarparian Hills,/images/barn_swallow.jpg,Flock moving in coordinated pattern.
OBS0313,Ovis vignei,Urial,2025-05-02,Shah Allah Ditta Caves,/images/urial.jpg,Heard distinctive call before visual.
OBS0314,Macaca mulatta,Rhesus Macaque,2025-05-15,"Trail 1, Margalla Hills",/images/rhesus_macaque.jpg,Seen basking in sun near rocks.
OBS0315,Hystrix indica,Indian Crested Porcupine,2025-05-13,Pir Sohawa,/images/indian_crested_porcupine.jpg,Flock moving in coordinated pattern.
OBS0316,Tragelaphus scriptus,Bushbuck,2025-05-02,Pir Sohawa,/images/bushbuck.jpg,Spotted during early morning hike.
OBS0317,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-03,"Trail 4, Margalla Hills",/images/asian_palm_civet.jpg,Rare sighting for this time of year.
OBS0318,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-09,"Trail 2, Margalla Hills",/images/asian_palm_civet.jpg,Unusual behavior noted—possibly nesting.
OBS0319,Milvus migrans,Black Kite,2025-05-01,"Trail 1, Margalla Hills",/images/black_kite.jpg,Spotted during early morning hike.
OBS0320,Phoenicurus ochruros,Black Redstart,2025-05-02,Islamabad University Forest Area,/images/black_redstart.jpg,Seen basking in sun near rocks.
OBS0321,Columba livia,Rock Pigeon,2025-05-01,Islamabad University Forest Area,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.
OBS0322,Buceros bicornis,Great Hornbill,2025-05-13,"Trail 2, Margalla Hills",/images/great_hornbill.jpg,Flock moving in coordinated pattern.
OBS0323,Dendrocygna javanica,Lesser Whistling Duck,2025-05-07,Shakarparian Hills,/images/lesser_whistling_duck.jpg,Unusual behavior noted—possibly nesting.
OBS0324,Panthera pardus,Common Leopard,2025-05-12,"Trail 3, Margalla Hills",/images/common_leopard.jpg,Flock moving in coordinated pattern.
OBS0325,Phoenicurus ochruros,Black Redstart,2025-05-08,Saidpur Village,/images/black_redstart.jpg,Frequent visitor to the area.
OBS0326,Phoenicurus ochruros,Black Redstart,2025-05-06,"Trail 4, Margalla Hills",/images/black_redstart.jpg,Unusual behavior noted—possibly nesting.
OBS0327,Columba livia,Rock Pigeon,2025-05-03,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Heard distinctive call before visual.
OBS0328,Macaca mulatta,Rhesus Macaque,2025-05-13,"Trail 1, Margalla Hills",/images/rhesus_macaque.jpg,Noticed in canopy while birdwatching.
OBS0329,Panthera pardus,Common Leopard,2025-05-05,Daman-e-Koh,/images/common_leopard.jpg,Observed feeding near water source.
OBS0330,Aquila rapax,Tawny Eagle,2025-05-04,"Trail 3, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Frequent visitor to the area.
OBS0331,Felis chaus,Jungle Cat,2025-05-04,Shah Allah Ditta Caves,/images/jungle_cat.jpg,Heard distinctive call before visual.
OBS0332,Varanus bengalensis,Bengal Monitor,2025-05-12,Daman-e-Koh,/images/bengal_monitor.jpg,Rare sighting for this time of year.
OBS0333,Alcedo atthis,Common Kingfisher,2025-05-06,Saidpur Village,/images/common_kingfisher.jpg,Heard distinctive call before visual.
OBS0334,Varanus bengalensis,Bengal Monitor,2025-05-16,"Trail 3, Margalla Hills",/images/bengal_monitor.jpg,Spotted during early morning hike.
OBS0335,Macaca mulatta,Rhesus Macaque,2025-05-11,"Trail 2, Margalla Hills",/images/rhesus_macaque.jpg,Spotted during early morning hike.
OBS0336,Varanus bengalensis,Bengal Monitor,2025-05-01,Rawal Dam,/images/bengal_monitor.jpg,Seen basking in sun near rocks.
OBS0337,Milvus migrans,Black Kite,2025-05-14,Islamabad University Forest Area,/images/black_kite.jpg,Heard distinctive call before visual.
OBS0338,Francolinus pondicerianus,Grey Francolin,2025-05-14,Faisal Mosque,/images/grey_francolin.jpg,Frequent visitor to the area.
OBS0339,Milvus migrans,Black Kite,2025-05-06,"Trail 3, Margalla Hills",/images/black_kite.jpg,Rare sighting for this time of year.
OBS0340,Dendrocygna javanica,Lesser Whistling Duck,2025-05-15,Rawal Dam,/images/lesser_whistling_duck.jpg,Frequent visitor to the area.
OBS0341,Columba livia,Rock Pigeon,2025-05-11,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Frequent visitor to the area.
OBS0342,Columba livia,Rock Pigeon,2025-05-11,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Rare sighting for this time of year.
OBS0343,Hystrix indica,Indian Crested Porcupine,2025-05-01,Islamabad University Forest Area,/images/indian_crested_porcupine.jpg,Frequent visitor to the area.
OBS0344,Varanus bengalensis,Bengal Monitor,2025-05-05,Daman-e-Koh,/images/bengal_monitor.jpg,Seen basking in sun near rocks.
OBS0345,Manis crassicaudata,Indian Pangolin,2025-05-11,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Seen basking in sun near rocks.
OBS0346,Lutra lutra,Eurasian Otter,2025-05-16,Rawal Lake,/images/eurasian_otter.jpg,Observed feeding near water source.
OBS0347,Canis aureus,Golden Jackal,2025-05-08,Pir Sohawa,/images/golden_jackal.jpg,Unusual behavior noted—possibly nesting.
OBS0348,Dendrocygna javanica,Lesser Whistling Duck,2025-05-10,Islamabad University Forest Area,/images/lesser_whistling_duck.jpg,Seen basking in sun near rocks.
OBS0349,Pavo cristatus,Indian Peafowl,2025-05-15,"Trail 1, Margalla Hills",/images/indian_peafowl.jpg,Unusual behavior noted—possibly nesting.
OBS0350,Panthera pardus,Common Leopard,2025-05-04,Saidpur Village,/images/common_leopard.jpg,Seen basking in sun near rocks.
OBS0351,Panthera pardus,Common Leopard,2025-05-11,Daman-e-Koh,/images/common_leopard.jpg,Flock moving in coordinated pattern.
OBS0352,Hystrix indica,Indian Crested Porcupine,2025-05-12,Shah Allah Ditta Caves,/images/indian_crested_porcupine.jpg,Rare sighting for this time of year.
OBS0353,Milvus migrans,Black Kite,2025-05-11,Faisal Mosque,/images/black_kite.jpg,Rare sighting for this time of year.
OBS0354,Felis chaus,Jungle Cat,2025-05-07,Faisal Mosque,/images/jungle_cat.jpg,Noticed in canopy while birdwatching.
OBS0355,Milvus migrans,Black Kite,2025-05-05,Saidpur Village,/images/black_kite.jpg,Observed feeding near water source.
OBS0356,Buceros bicornis,Great Hornbill,2025-05-15,"Trail 1, Margalla Hills",/images/great_hornbill.jpg,Observed feeding near water source.
OBS0357,Hirundo rustica,Barn Swallow,2025-05-05,Pir Sohawa,/images/barn_swallow.jpg,Unusual behavior noted—possibly nesting.
OBS0358,Herpestes edwardsii,Indian Grey Mongoose,2025-05-11,"Trail 2, Margalla Hills",/images/indian_grey_mongoose.jpg,Observed with juvenile(s) nearby.
OBS0359,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-06,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Seen basking in sun near rocks.
OBS0360,Phoenicurus ochruros,Black Redstart,2025-05-11,"Trail 3, Margalla Hills",/images/black_redstart.jpg,Unusual behavior noted—possibly nesting.
OBS0361,Francolinus pondicerianus,Grey Francolin,2025-05-10,Daman-e-Koh,/images/grey_francolin.jpg,Noticed in canopy while birdwatching.
OBS0362,Francolinus pondicerianus,Grey Francolin,2025-05-04,Daman-e-Koh,/images/grey_francolin.jpg,Spotted during early morning hike.
OBS0363,Hirundo rustica,Barn Swallow,2025-05-06,Shah Allah Ditta Caves,/images/barn_swallow.jpg,Observed with juvenile(s) nearby.
OBS0364,Strix aluco,Tawny Owl,2025-05-05,Rawal Dam,/images/tawny_owl.jpg,Frequent visitor to the area.
OBS0365,Ceryle rudis,Pied Kingfisher,2025-05-16,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Rare sighting for this time of year.
OBS0366,Phoenicurus ochruros,Black Redstart,2025-05-15,Shakarparian Hills,/images/black_redstart.jpg,Frequent visitor to the area.
OBS0367,Manis crassicaudata,Indian Pangolin,2025-05-08,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Spotted during early morning hike.
OBS0368,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-09,Rawal Dam,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Heard distinctive call before visual.
OBS0369,Phoenicurus ochruros,Black Redstart,2025-05-11,Faisal Mosque,/images/black_redstart.jpg,Heard distinctive call before visual.
OBS0370,Psittacula krameri,Rose-ringed Parakeet,2025-05-14,Shakarparian Hills,/images/rose-ringed_parakeet.jpg,Observed feeding near water source.
OBS0371,Varanus bengalensis,Bengal Monitor,2025-05-04,"Trail 2, Margalla Hills",/images/bengal_monitor.jpg,Observed with juvenile(s) nearby.
OBS0372,Aquila rapax,Tawny Eagle,2025-05-14,Zoo vicinity,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Noticed in canopy while birdwatching.
OBS0373,Herpestes edwardsii,Indian Grey Mongoose,2025-05-11,Saidpur Village,/images/indian_grey_mongoose.jpg,Unusual behavior noted—possibly nesting.
OBS0374,Phoenicurus ochruros,Black Redstart,2025-05-12,Rawal Lake,/images/black_redstart.jpg,Observed with juvenile(s) nearby.
OBS0375,Milvus migrans,Black Kite,2025-05-04,Shakarparian Hills,/images/black_kite.jpg,Flock moving in coordinated pattern.
OBS0376,Canis aureus,Golden Jackal,2025-05-12,Saidpur Village,/images/golden_jackal.jpg,Observed feeding near water source.
OBS0377,Axis axis,Chital Deer,2025-05-10,"Trail 2, Margalla Hills",/images/chital_deer.jpg,Noticed in canopy while birdwatching.
OBS0378,Gyps bengalensis,White-rumped Vulture,2025-05-05,Faisal Mosque,/images/white-rumped_vulture.jpg,Seen basking in sun near rocks.
OBS0379,Panthera pardus,Common Leopard,2025-05-04,Faisal Mosque,/images/common_leopard.jpg,Heard distinctive call before visual.
OBS0380,Aythya fuligula,Tufted Duck,2025-05-06,"Trail 4, Margalla Hills",/images/tufted_duck.jpg,Seen basking in sun near rocks.
OBS0381,Aquila rapax,Tawny Eagle,2025-05-09,Pir Sohawa,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Flock moving in coordinated pattern.
OBS0382,Ceryle rudis,Pied Kingfisher,2025-05-04,"Trail 3, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Seen basking in sun near rocks.
OBS0383,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-15,"Trail 2, Margalla Hills",/images/asian_palm_civet.jpg,Frequent visitor to the area.
OBS0384,Canis aureus,Golden Jackal,2025-05-06,Shah Allah Ditta Caves,/images/golden_jackal.jpg,Noticed in canopy while birdwatching.
OBS0385,Phoenicurus ochruros,Black Redstart,2025-05-11,Rawal Dam,/images/black_redstart.jpg,Unusual behavior noted—possibly nesting.
OBS0386,Pavo cristatus,Indian Peafowl,2025-05-10,"Trail 2, Margalla Hills",/images/indian_peafowl.jpg,Observed feeding near water source.
OBS0387,Strix aluco,Tawny Owl,2025-05-04,Shakarparian Hills,/images/tawny_owl.jpg,Unusual behavior noted—possibly nesting.
OBS0388,Alcedo atthis,Common Kingfisher,2025-05-12,"Trail 1, Margalla Hills",/images/common_kingfisher.jpg,Observed with juvenile(s) nearby.
OBS0389,Manis crassicaudata,Indian Pangolin,2025-05-11,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Rare sighting for this time of year.
OBS0390,Psittacula krameri,Rose-ringed Parakeet,2025-05-08,"Trail 2, Margalla Hills",/images/rose-ringed_parakeet.jpg,Spotted during early morning hike.
OBS0391,Tragelaphus scriptus,Bushbuck,2025-05-02,Pir Sohawa,/images/bushbuck.jpg,Spotted during early morning hike.
OBS0392,Dendrocygna javanica,Lesser Whistling Duck,2025-05-13,Zoo vicinity,/images/lesser_whistling_duck.jpg,Noticed in canopy while birdwatching.
OBS0393,Macaca mulatta,Rhesus Macaque,2025-05-02,"Trail 1, Margalla Hills",/images/rhesus_macaque.jpg,Seen basking in sun near rocks.
OBS0394,Aquila rapax,Tawny Eagle,2025-05-03,Shah Allah Ditta Caves,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Flock moving in coordinated pattern.
OBS0395,Felis chaus,Jungle Cat,2025-05-15,Faisal Mosque,/images/jungle_cat.jpg,Unusual behavior noted—possibly nesting.
OBS0396,Columba livia,Rock Pigeon,2025-05-01,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed feeding near water source.
OBS0397,Strix aluco,Tawny Owl,2025-05-01,"Trail 2, Margalla Hills",/images/tawny_owl.jpg,Heard distinctive call before visual.
OBS0398,Francolinus pondicerianus,Grey Francolin,2025-05-01,Faisal Mosque,/images/grey_francolin.jpg,Noticed in canopy while birdwatching.
OBS0399,Naja naja,Indian Cobra,2025-05-05,Zoo vicinity,/images/indian_cobra.jpg,Noticed in canopy while birdwatching.
OBS0400,Panthera pardus,Common Leopard,2025-05-07,"Trail 4, Margalla Hills",/images/common_leopard.jpg,Observed with juvenile(s) nearby.
OBS0401,Felis chaus,Jungle Cat,2025-05-16,Shakarparian Hills,/images/jungle_cat.jpg,Seen basking in sun near rocks.
OBS0402,Herpestes edwardsii,Indian Grey Mongoose,2025-05-14,Islamabad University Forest Area,/images/indian_grey_mongoose.jpg,Frequent visitor to the area.
OBS0403,Columba livia,Rock Pigeon,2025-05-05,"Trail 3, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Spotted during early morning hike.
OBS0404,Aythya fuligula,Tufted Duck,2025-05-06,Shakarparian Hills,/images/tufted_duck.jpg,Noticed in canopy while birdwatching.
OBS0405,Aythya fuligula,Tufted Duck,2025-05-08,Saidpur Village,/images/tufted_duck.jpg,Heard distinctive call before visual.
OBS0406,Ceryle rudis,Pied Kingfisher,2025-05-03,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Seen basking in sun near rocks.
OBS0407,Macaca mulatta,Rhesus Macaque,2025-05-02,Rawal Lake,/images/rhesus_macaque.jpg,Heard distinctive call before visual.
OBS0408,Panthera pardus,Common Leopard,2025-05-10,"Trail 2, Margalla Hills",/images/common_leopard.jpg,Rare sighting for this time of year.
OBS0409,Varanus bengalensis,Bengal Monitor,2025-05-06,Daman-e-Koh,/images/bengal_monitor.jpg,Unusual behavior noted—possibly nesting.
OBS0410,Aythya fuligula,Tufted Duck,2025-05-11,Daman-e-Koh,/images/tufted_duck.jpg,Seen basking in sun near rocks.
OBS0411,Canis aureus,Golden Jackal,2025-05-05,"Trail 1, Margalla Hills",/images/golden_jackal.jpg,Rare sighting for this time of year.
OBS0412,Gyps bengalensis,White-rumped Vulture,2025-05-05,Saidpur Village,/images/white-rumped_vulture.jpg,Observed with juvenile(s) nearby.
OBS0413,Ovis vignei,Urial,2025-05-07,Zoo vicinity,/images/urial.jpg,Heard distinctive call before visual.
OBS0414,Alcedo atthis,Common Kingfisher,2025-05-16,"Trail 4, Margalla Hills",/images/common_kingfisher.jpg,Observed feeding near water source.
OBS0415,Varanus bengalensis,Bengal Monitor,2025-05-10,Daman-e-Koh,/images/bengal_monitor.jpg,Observed with juvenile(s) nearby.
OBS0416,Manis crassicaudata,Indian Pangolin,2025-05-04,Rawal Lake,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Heard distinctive call before visual.
OBS0417,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-10,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Noticed in canopy while birdwatching.
OBS0418,Psittacula krameri,Rose-ringed Parakeet,2025-05-14,"Trail 3, Margalla Hills",/images/rose-ringed_parakeet.jpg,Seen basking in sun near rocks.
OBS0419,Canis aureus,Golden Jackal,2025-05-10,"Trail 1, Margalla Hills",/images/golden_jackal.jpg,Heard distinctive call before visual.
OBS0420,Strix aluco,Tawny Owl,2025-05-08,Zoo vicinity,/images/tawny_owl.jpg,Seen basking in sun near rocks.
OBS0421,Milvus migrans,Black Kite,2025-05-11,Zoo vicinity,/images/black_kite.jpg,Seen basking in sun near rocks.
OBS0422,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-08,Faisal Mosque,/images/asian_palm_civet.jpg,Observed feeding near water source.
OBS0423,Hystrix indica,Indian Crested Porcupine,2025-05-09,Shakarparian Hills,/images/indian_crested_porcupine.jpg,Spotted during early morning hike.
OBS0424,Columba livia,Rock Pigeon,2025-05-09,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Observed with juvenile(s) nearby.
OBS0425,Tragelaphus scriptus,Bushbuck,2025-05-13,Faisal Mosque,/images/bushbuck.jpg,Noticed in canopy while birdwatching.
OBS0426,Panthera pardus,Common Leopard,2025-05-10,Islamabad University Forest Area,/images/common_leopard.jpg,Rare sighting for this time of year.
OBS0427,Hirundo rustica,Barn Swallow,2025-05-11,Saidpur Village,/images/barn_swallow.jpg,Observed feeding near water source.
OBS0428,Aquila rapax,Tawny Eagle,2025-05-09,"Trail 2, Margalla Hills",https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Noticed in canopy while birdwatching.
OBS0429,Pavo cristatus,Indian Peafowl,2025-05-15,"Trail 4, Margalla Hills",/images/indian_peafowl.jpg,Frequent visitor to the area.
OBS0430,Felis chaus,Jungle Cat,2025-05-02,"Trail 2, Margalla Hills",/images/jungle_cat.jpg,Observed feeding near water source.
OBS0431,Francolinus pondicerianus,Grey Francolin,2025-05-05,"Trail 2, Margalla Hills",/images/grey_francolin.jpg,Observed feeding near water source.
OBS0432,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-01,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Observed feeding near water source.
OBS0433,Hystrix indica,Indian Crested Porcupine,2025-05-02,Rawal Dam,/images/indian_crested_porcupine.jpg,Seen basking in sun near rocks.
OBS0434,Dendrocygna javanica,Lesser Whistling Duck,2025-05-10,Shah Allah Ditta Caves,/images/lesser_whistling_duck.jpg,Unusual behavior noted—possibly nesting.
OBS0435,Naja naja,Indian Cobra,2025-05-06,"Trail 2, Margalla Hills",/images/indian_cobra.jpg,Heard distinctive call before visual.
OBS0436,Hystrix indica,Indian Crested Porcupine,2025-05-16,"Trail 4, Margalla Hills",/images/indian_crested_porcupine.jpg,Observed feeding near water source.
OBS0437,Strix aluco,Tawny Owl,2025-05-11,Shah Allah Ditta Caves,/images/tawny_owl.jpg,Frequent visitor to the area.
OBS0438,Milvus migrans,Black Kite,2025-05-06,"Trail 1, Margalla Hills",/images/black_kite.jpg,Heard distinctive call before visual.
OBS0439,Axis axis,Chital Deer,2025-05-12,Pir Sohawa,/images/chital_deer.jpg,Seen basking in sun near rocks.
OBS0440,Ovis vignei,Urial,2025-05-04,Rawal Dam,/images/urial.jpg,Observed feeding near water source.
OBS0441,Psittacula krameri,Rose-ringed Parakeet,2025-05-07,Rawal Dam,/images/rose-ringed_parakeet.jpg,Heard distinctive call before visual.
OBS0442,Psittacula krameri,Rose-ringed Parakeet,2025-05-10,Rawal Lake,/images/rose-ringed_parakeet.jpg,Seen basking in sun near rocks.
OBS0443,Herpestes edwardsii,Indian Grey Mongoose,2025-05-08,"Trail 3, Margalla Hills",/images/indian_grey_mongoose.jpg,Heard distinctive call before visual.
OBS0444,Ceryle rudis,Pied Kingfisher,2025-05-11,Shakarparian Hills,https://upload.wikimedia.org/wikipedia/commons/1/15/Ceryle_rudis_238646426.jpg,Observed with juvenile(s) nearby.
OBS0445,Phoenicurus ochruros,Black Redstart,2025-05-15,Daman-e-Koh,/images/black_redstart.jpg,Frequent visitor to the area.
OBS0446,Phoenicurus ochruros,Black Redstart,2025-05-06,Rawal Dam,/images/black_redstart.jpg,Frequent visitor to the area.
OBS0447,Phoenicurus ochruros,Black Redstart,2025-05-14,"Trail 3, Margalla Hills",/images/black_redstart.jpg,Unusual behavior noted—possibly nesting.
OBS0448,Strix aluco,Tawny Owl,2025-05-11,"Trail 4, Margalla Hills",/images/tawny_owl.jpg,Frequent visitor to the area.
OBS0449,Dendrocygna javanica,Lesser Whistling Duck,2025-05-05,Rawal Dam,/images/lesser_whistling_duck.jpg,Heard distinctive call before visual.
OBS0450,Phoenicurus ochruros,Black Redstart,2025-05-14,Faisal Mosque,/images/black_redstart.jpg,Flock moving in coordinated pattern.
OBS0451,Psittacula krameri,Rose-ringed Parakeet,2025-05-10,"Trail 2, Margalla Hills",/images/rose-ringed_parakeet.jpg,Seen basking in sun near rocks.
OBS0452,Buceros bicornis,Great Hornbill,2025-05-04,Rawal Lake,/images/great_hornbill.jpg,Unusual behavior noted—possibly nesting.
OBS0453,Felis chaus,Jungle Cat,2025-05-11,Islamabad University Forest Area,/images/jungle_cat.jpg,Observed with juvenile(s) nearby.
OBS0454,Strix aluco,Tawny Owl,2025-05-04,Daman-e-Koh,/images/tawny_owl.jpg,Observed feeding near water source.
OBS0455,Milvus migrans,Black Kite,2025-05-03,"Trail 3, Margalla Hills",/images/black_kite.jpg,Noticed in canopy while birdwatching.
OBS0456,Aythya fuligula,Tufted Duck,2025-05-13,Rawal Lake,/images/tufted_duck.jpg,Spotted during early morning hike.
OBS0457,Axis axis,Chital Deer,2025-05-09,Faisal Mosque,/images/chital_deer.jpg,Unusual behavior noted—possibly nesting.
OBS0458,Axis axis,Chital Deer,2025-05-04,"Trail 3, Margalla Hills",/images/chital_deer.jpg,Seen basking in sun near rocks.
OBS0459,Aythya fuligula,Tufted Duck,2025-05-14,Islamabad University Forest Area,/images/tufted_duck.jpg,Seen basking in sun near rocks.
OBS0460,Hystrix indica,Indian Crested Porcupine,2025-05-06,Saidpur Village,/images/indian_crested_porcupine.jpg,Noticed in canopy while birdwatching.
OBS0461,Haliaeetus leucoryphus,Pallas's Fish Eagle,2025-05-06,Daman-e-Koh,https://upload.wikimedia.org/wikipedia/commons/9/99/Haliaeetus_leucoryphus_-captive_-India-8a.jpg,Seen basking in sun near rocks.
OBS0462,Felis chaus,Jungle Cat,2025-05-01,Shakarparian Hills,/images/jungle_cat.jpg,Noticed in canopy while birdwatching.
OBS0463,Hystrix indica,Indian Crested Porcupine,2025-05-15,Saidpur Village,/images/indian_crested_porcupine.jpg,Heard distinctive call before visual.
OBS0464,Ovis vignei,Urial,2025-05-13,Saidpur Village,/images/urial.jpg,Unusual behavior noted—possibly nesting.
OBS0465,Gyps bengalensis,White-rumped Vulture,2025-05-09,Islamabad University Forest Area,/images/white-rumped_vulture.jpg,Noticed in canopy while birdwatching.
OBS0466,Naja naja,Indian Cobra,2025-05-09,Pir Sohawa,/images/indian_cobra.jpg,Seen basking in sun near rocks.
OBS0467,Panthera pardus,Common Leopard,2025-05-12,Zoo vicinity,/images/common_leopard.jpg,Frequent visitor to the area.
OBS0468,Manis crassicaudata,Indian Pangolin,2025-05-07,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/4/4a/Indian_Pangolin_Manis_crassicaudata_by_Sujoy.jpg,Spotted during early morning hike.
OBS0469,Pavo cristatus,Indian Peafowl,2025-05-04,Faisal Mosque,/images/indian_peafowl.jpg,Spotted during early morning hike.
OBS0470,Aythya fuligula,Tufted Duck,2025-05-05,Pir Sohawa,/images/tufted_duck.jpg,Noticed in canopy while birdwatching.
OBS0471,Canis aureus,Golden Jackal,2025-05-08,"Trail 3, Margalla Hills",/images/golden_jackal.jpg,Heard distinctive call before visual.
OBS0472,Ovis vignei,Urial,2025-05-03,"Trail 3, Margalla Hills",/images/urial.jpg,Heard distinctive call before visual.
OBS0473,Dendrocygna javanica,Lesser Whistling Duck,2025-05-05,"Trail 4, Margalla Hills",/images/lesser_whistling_duck.jpg,Seen basking in sun near rocks.
OBS0474,Felis chaus,Jungle Cat,2025-05-12,Rawal Lake,/images/jungle_cat.jpg,Spotted during early morning hike.
OBS0475,Francolinus pondicerianus,Grey Francolin,2025-05-11,"Trail 1, Margalla Hills",/images/grey_francolin.jpg,Seen basking in sun near rocks.
OBS0476,Paradoxurus hermaphroditus,Asian Palm Civet,2025-05-05,"Trail 3, Margalla Hills",/images/asian_palm_civet.jpg,Observed feeding near water source.
OBS0477,Columba livia,Rock Pigeon,2025-05-06,Faisal Mosque,https://upload.wikimedia.org/wikipedia/commons/8/86/Columba_livia_domestica_66335414.png,Noticed in canopy while birdwatching.
OBS0478,Aquila rapax,Tawny Eagle,2025-05-08,Saidpur Village,https://upload.wikimedia.org/wikipedia/commons/7/7a/Aquila_rapax_440543675.jpg,Observed feeding near water source.
